LUCAS_ID,Pair.ID,LC,Bas,Cmic,Xylosidase,Cellulase,beta.glucosidase,N.actylglucosaminidase,Acid.phosphatase,MWD,WSA,Distance,PA
40903100,108,Agriculture,0.260460251,206.5642724,19,24.93,236.34,55.92,207.72,1.655662252,46.15384615,112071.4058,TRUE
41823036,108,Agriculture,0.554177795,401.5202849,63.49,107.44,652.59,115.76,456.63,1.729514381,55.26315789,112071.4058,FALSE
42462906,109,Agriculture,0.647081194,198.7117957,37.55,21.56,190.59,44.25,239.46,1.191339744,58.97435897,70455.65982,TRUE
43162914,109,Agriculture,0.85461285,193.9857221,57.05,57.78,397.88,78.1,570.91,2.205791045,66.66666667,70455.65982,FALSE
38562344,110,Agriculture,1.090747647,243.0893269,51.47,28.23,315.21,54.01,97.42,2.187369501,33.33333333,131041.978,FALSE
39822308,110,Agriculture,0.668969488,288.1028593,36.84,38.83,314.22,57.28,88.42,2.033508803,55,131041.978,TRUE
45502846,111,Agriculture,1.271737124,286.656698,36.5,42.14,299.37,80.87,211.01,1.045405567,40,103227.9032,TRUE
46342786,111,Agriculture,0.930749557,160.7094236,27.02,32.58,306.35,61.8,311.28,2.030133431,43.58974359,103227.9032,FALSE
52224014,112,Agriculture,0.940029707,250.047902,34.32,51.7,345.86,70.6,304.1,0.96349,46.875,56320.51136,FALSE
52283958,112,Agriculture,0.200448508,190.4260825,28.47,30.54,283.99,64.12,252.55,0.578036412,72,56320.51136,TRUE
40963282,113,Agriculture,0.380868337,75.33380398,21.81,41.82,299.42,58.97,229.93,0.40329668,2.631578947,24166.09195,FALSE
41183292,113,Agriculture,1.073107663,217.977433,73.65,50.95,477.39,110.77,795.46,0.694178977,34.28571429,24166.09195,TRUE
51323464,114,Agriculture,0.208962739,172.5753609,12.08,28.93,206.25,66.61,106.35,0.624116317,50,95036.83496,FALSE
52263450,114,Agriculture,0.693634424,105.9932432,29.2,12.94,140.37,24.94,285.5,0.911491543,48.48484848,95036.83496,TRUE
34882068,115,Agriculture,0.226004084,127.7488087,16.02,6.02,106.99,19.58,32.98,0.850488536,13.51351351,46000,TRUE
35342068,115,Agriculture,0.320575843,161.5022238,44,24.1,332.39,68.16,73.95,1.631156061,90.47619048,46000,FALSE
39482532,116,Agriculture,0.786800215,234.2982174,64.13,58.3,357.6,71.93,160.32,0.945895105,47.61904762,108406.6419,FALSE
40022438,116,Agriculture,0.668885774,609.8396403,85.4,87.95,602.95,179.53,788.7,1.137966245,58.62068966,108406.6419,TRUE
29901692,117,Agriculture,0.379328529,165.581766,38.01,12.26,196.42,23.5,61.76,1.236505222,30.76923077,17888.54382,FALSE
30061684,117,Agriculture,0.170857227,519.4059697,120.7,51.86,490.67,80.88,93.29,1.529427835,58.06451613,17888.54382,TRUE
48282902,118,Agriculture,0.595633219,268.0250214,65.99,97.01,506.78,122.29,233.91,1.392992915,51.28205128,16492.4225,FALSE
48442898,118,Agriculture,0.138947728,21.37148389,18.4,7.01,81.78,76.98,254.57,0.488113815,44,16492.4225,TRUE
41062772,119,Agriculture,0.358878783,230.4249292,77.96,59.71,409.19,141.73,568.17,1.404187003,73.33333333,48826.22246,TRUE
41342812,119,Agriculture,0.324679943,387.3333333,49.94,91.1,577.57,121.01,382.76,2.224374439,82.85714286,48826.22246,FALSE
38922830,120,Agriculture,0.439929329,457.6829211,112.4,78.43,478.44,98.23,184.94,2.204820158,74.07407407,17088.00749,FALSE
38982814,120,Agriculture,0.362032998,235.8671218,34.76,59.16,424.4,69.59,252.2,1.852738426,60.52631579,17088.00749,TRUE
35462962,121,Agriculture,0.724746974,181.0988953,59.61,40.72,327.76,85.9,440.86,1.778992647,80.55555556,80993.82693,FALSE
35742886,121,Agriculture,0.671038448,222.1286382,33.83,27.62,200.29,64.41,341.27,1.271592998,33.33333333,80993.82693,TRUE
41763142,122,Agriculture,0.85775076,380.2695035,51.17,62.02,435.65,127.51,441.1,1.916493802,76,96747.09298,TRUE
42603190,122,Agriculture,0.410745847,162.5868976,26.65,34.21,303.85,81.72,260.21,1.538013514,44.73684211,96747.09298,FALSE
30922224,123,Agriculture,0.859375,336.65625,28.82,58.59,549.77,127.91,255.57,1.877658635,41.66666667,38470.76812,TRUE
30982262,123,Agriculture,0.311083348,186.5117497,39.84,33.04,310.72,77.71,122.59,2.048968293,27.77777778,38470.76812,FALSE
27162028,124,Agriculture,0.672559853,679.0103131,131.68,41.36,547.52,189.45,313.99,2.180097973,96.77419355,163975.6079,TRUE
27982170,124,Agriculture,1.55985717,475.7772349,97.86,57.61,522.14,149.44,958.03,1.122381041,30,163975.6079,FALSE
32281848,125,Agriculture,0.251727043,278.9974726,77.69,35.95,449.99,68.73,206.14,1.214595287,64.70588235,4000,TRUE
32281852,125,Agriculture,0.131167691,250.6954639,56.03,22.53,238.37,81.07,141.1,1.743542394,37.93103448,4000,FALSE
38942726,126,Agriculture,2.150939664,216.9219914,25.1,19.65,184.91,36.92,264.04,2.186645923,22.72727273,22803.5085,FALSE
39082708,126,Agriculture,0.543371522,598.2218585,79.53,93.48,548.56,139.92,615.15,2.583038793,97.36842105,22803.5085,TRUE
38942726,127,Agriculture,2.150939664,216.9219914,25.1,19.65,184.91,36.92,264.04,2.186645923,22.72727273,20591.26028,FALSE
39122716,127,Agriculture,0.414309484,945.597461,88.9,70.89,516.54,102.55,380.6,1.441879397,85.71428571,20591.26028,TRUE
29281750,128,Agriculture,0,380.8063546,26.8,28.74,381.23,69.52,149.9,1.892093511,37.83783784,90000,FALSE
29281840,128,Agriculture,0,309.9855616,19.98,17.34,211.55,63.13,110.9,1.498666667,63.63636364,90000,TRUE
32882938,129,Agriculture,1.095028681,246.2492033,12.48,26.62,243.97,61.45,210.94,1.249654688,63.15789474,273890.4891,FALSE
33343208,129,Agriculture,0.887403943,140.1543602,26.7,56.39,346.3,102.02,218.85,0.600618337,57.14285714,273890.4891,TRUE
50063158,130,Agriculture,0.859335951,88.01773176,26.97,18.63,172.37,33.02,317.41,0.42892298,22.58064516,78587.53082,FALSE
50263082,130,Agriculture,0,187.5797879,29.74,65.2,454.24,83.62,233.42,1.556092784,46.15384615,78587.53082,TRUE
36662908,131,Agriculture,1.473193047,232.9670021,27.79,39.35,281.62,85.08,258.33,1.760309451,48.64864865,53141.32102,FALSE
37162926,131,Agriculture,0.938218671,228.0518417,26.82,51.7,386.52,70.64,323.24,1.83761985,53.84615385,53141.32102,TRUE
39383058,132,Agriculture,0.872372372,261.0574324,36.47,41.13,261.85,76.61,252.25,1.567307958,30,40447.49683,FALSE
39783064,132,Agriculture,0.547940899,174.6713822,17.57,28.44,236.61,42.36,244.01,1.525738347,43.58974359,40447.49683,TRUE
37362918,133,Agriculture,0.841848234,366.3079138,43.14,71.27,434.25,130.18,316.99,1.788737082,58.97435897,34176.01498,TRUE
37682906,133,Agriculture,0.703525332,241.0107237,36.39,67.25,427.08,86.89,274.06,1.290314241,42.5,34176.01498,FALSE
46503360,134,Agriculture,0.595515695,176.888012,35.78,70.99,405.54,71.22,374.71,1.185606838,53.84615385,43081.31846,FALSE
46903344,134,Agriculture,0.280452779,63.41037337,12.3,5.81,96.26,46.06,346.44,0.479347345,60,43081.31846,TRUE
54902386,135,Agriculture,0.653298351,743.3809345,26.48,44.31,353.35,92.48,150.85,1.605422566,45,38052.59518,FALSE
55282384,135,Agriculture,0.551756885,255.7944919,34.6,44.18,328.4,54.16,169.12,1.63,61.53846154,38052.59518,TRUE
55362256,136,Agriculture,0.218191377,67.06718075,31.19,16.1,134.65,96.55,346.92,1.265267416,69.6969697,101390.3348,TRUE
55622354,136,Agriculture,0.391435578,291.5412186,29.38,45.94,366.69,79.48,271.57,2.038033457,79.48717949,101390.3348,FALSE
55442260,137,Agriculture,0.454322386,165.3002391,64.61,66.32,484.67,99.34,492.82,1.655068922,55.88235294,95707.88891,TRUE
55622354,137,Agriculture,0.391435578,291.5412186,29.38,45.94,366.69,79.48,271.57,2.038033457,79.48717949,95707.88891,FALSE
46323328,138,Agriculture,0.325896841,161.5559522,26.79,58.64,384.09,85.31,225.55,1.207218213,59.375,18439.08891,FALSE
46503324,138,Agriculture,0.194607268,75.18327472,20.19,12.49,124.91,48.99,227.94,0.524720565,5.714285714,18439.08891,TRUE
53462624,139,Agriculture,0.434218175,189.6514887,78.3,60.47,388.23,105.08,420.33,1.940168044,83.33333333,64404.96875,FALSE
53842676,139,Agriculture,1.30518346,471.477383,55.87,41.5,379.27,116.17,280.61,2.254389241,87.17948718,64404.96875,TRUE
57762538,140,Agriculture,0.396988485,281.5971656,27.21,24.47,319.37,120.48,238.42,1.489916488,35.8974359,22360.67978,FALSE
57962548,140,Agriculture,0.256219357,183.0812905,28.44,30.22,288.46,99.67,161.06,1.428813616,28.20512821,22360.67978,TRUE
64141632,141,Agriculture,0.457015986,356.8557726,50.33,50.82,499.23,145.67,353.32,1.861730061,96.77419355,46389.65402,TRUE
64601638,141,Agriculture,0.201003287,749.8092602,127.59,59.31,515.92,117.66,142.06,1.381967583,30.55555556,46389.65402,FALSE
